poi_id,poi_cbg
poi_055903,360470005021
poi_028389,360610238011
poi_048602,360610138003
poi_003120,360610016004
poi_013491,360610317031
poi_028552,360610015013
poi_047439,360470628002
poi_045571,360610096001
poi_052072,360610096001
poi_055912,360610106022
poi_031210,360610099001
poi_004150,360810091001
poi_055917,360610293001
poi_003129,360610224001
poi_028397,360610031001
poi_034317,360610084002
poi_036143,360610099001
poi_048193,360610083003
poi_045577,360610083003
poi_036146,360610125001
poi_044258,360610072001
poi_036147,360610081004
poi_013498,360610137003
poi_034320,360610058001
poi_038627,360610253003
poi_031219,360610110003
poi_006291,360610043003
poi_047041,360610109001
poi_047453,360610218004
poi_044270,360610086012
poi_048205,360610040001
poi_057291,360610114011
poi_004164,360610132003
poi_013517,360610110002
poi_052087,360610030014
poi_003148,360610018003
poi_044278,360610114021
poi_031105,360050420001
poi_013520,360610146011
poi_006303,360610036022
poi_048215,360610169003
poi_057302,360610139007
poi_015587,360050117002
poi_034341,360610054001
poi_048222,360610265005
poi_052097,360610008001
poi_031238,360610092001
poi_030928,360610092001
poi_030935,360610038006
poi_022110,360610039001
poi_000415,360610058001
poi_016408,360610291003
poi_020848,360610166003
poi_000696,360610159005
poi_007958,360610029003
poi_011885,360610194002
poi_022114,360610021001
poi_007960,360610137003
poi_012641,360470616001
poi_025946,360610007001
poi_038583,360610065004
poi_007963,360610048005
poi_008883,360610127002
poi_000701,360810043001
poi_022120,360610158022
poi_012643,360610090001
poi_028346,360610208001
poi_011890,360610009001
poi_051530,360610171003
poi_041676,360610194003
poi_046552,360610177007
poi_051316,360610092001
poi_055755,360610287003
poi_011896,360610114021
poi_020857,360610030014
poi_028351,360610095001
poi_025962,360610075003
poi_008893,360610135002
poi_046556,360610039001
poi_041689,360610212004
poi_011900,360610179005
poi_047259,360610039002
poi_033058,360610159002
poi_030953,360610118004
poi_020864,360610098007
poi_007981,360610058001
poi_012662,360810716001
poi_030956,360610034001
poi_051103,360610158014
poi_030958,360050422001
poi_000726,360610135002
poi_047262,360610090005
poi_022147,360610233002
poi_037633,360610263005
poi_044340,360610095002
poi_001829,360610154002
poi_030125,360610101001
poi_027550,360610149002
poi_042534,360610137006
poi_030128,360610209012
poi_016021,360610097004
poi_002795,360610129002
poi_001837,360610140004
poi_022659,360470594013
poi_009795,360610295002
poi_033839,360610064001
poi_003821,360610205003
poi_037643,360610220004
poi_027164,360610112011
poi_027572,360610039001
poi_037650,360610018001
poi_027574,360610193006
poi_027575,360610193002
poi_031138,360470037001
poi_039864,360610195001
poi_041233,360610129001
poi_041234,360610064004
poi_044479,360610178003
poi_015038,360610181001
poi_027177,360850181002
poi_041239,360610068001
poi_050296,360610006001
poi_022675,360050232002
poi_042554,360610148011
poi_043993,360610092001
poi_044489,360610055022
poi_039880,360610119002
poi_041244,360610037003
poi_022679,360610111001
poi_033851,360610082003
poi_001857,360610153006
poi_002813,360610083003
poi_023318,360610125001
poi_001896,360610104001
poi_023394,360610012002
poi_024944,360610163004
poi_045077,360610281002
poi_033904,360610159002
poi_024945,360610139002
poi_003006,360610052001
poi_003008,360610113001
poi_041183,360610086031
poi_057535,360610167003
poi_033150,360610191003
poi_041188,360610126003
poi_035146,360610081006
poi_036614,360610050003
poi_045091,360610032001
poi_010225,360610148022
poi_044668,360610113001
poi_036618,360610152003
poi_033921,360610219001
poi_054490,360610111003
poi_057546,360610021001
poi_023337,360610161004
poi_012493,360610128005
poi_035375,360610148024
poi_035376,360610110001
poi_044677,360610245004
poi_057553,360610109001
poi_023341,360610013002
poi_054540,360610128003
poi_054504,360610139001
poi_051032,360610022021
poi_033171,360610039004
poi_041210,360610131002
poi_033938,360610269003
poi_021990,360610036012
poi_024980,360610120001
poi_002881,360610081006
poi_002882,360610039004
poi_008470,360610013001
poi_046788,360610080001
poi_039650,360610005001
poi_013559,360610159003
poi_034869,360610157007
poi_026333,360610178003
poi_032929,360610101001
poi_000545,360610158013
poi_056906,360610133002
poi_000547,360610234002
poi_013706,360610139001
poi_025986,360610152003
poi_048986,360470162002
poi_034876,360610042001
poi_028220,360610094001
poi_013570,360610049002
poi_002893,360610095002
poi_011921,360610132002
poi_002895,360610145001
poi_017429,360610137003
poi_034879,360610106013
poi_008516,360050200002
poi_008480,360050484003
poi_056919,360610059003
poi_039674,360610079001
poi_008522,360610095001
poi_051339,360610102001
poi_025250,360610131001
poi_013718,360610153007
poi_025251,360610154001
poi_008384,360610034002
poi_013720,360610231002
poi_008485,360610041004
poi_013578,360610201011
poi_025997,360610079001
poi_018729,360610082001
poi_013723,360610147001
poi_023671,360610188004
poi_041381,360810123013
poi_008389,360610048005
poi_000577,360610098003
poi_000578,360610047002
poi_041383,360610125001
poi_000579,360610138004
poi_002912,360610188003
poi_028236,360610033001
poi_023677,360610081005
poi_011942,360610168002
poi_013590,360610166005
poi_023679,360050401002
poi_025264,360610138001
poi_005819,360610042001
poi_013768,360610052002
poi_017555,360610109001
poi_047328,360610018005
poi_047333,360610095001
poi_036637,360610157006
poi_014461,360610309004
poi_052634,360610112021
poi_036644,360610069001
poi_007726,360810331001
poi_046392,360610013001
poi_047343,360610279001
poi_017568,360610049001
poi_009973,360610047002
poi_046074,360610069001
poi_033688,360610043003
poi_007735,360610095001
poi_025398,360610111001
poi_037223,360610119002
poi_022166,360610075003
poi_022168,360610238011
poi_017832,360610166003
poi_029035,360610135001
poi_046082,360610299002
poi_014479,360610091001
poi_017576,360610232001
poi_029040,360610148024
poi_037233,360470924002
poi_047351,360610076002
poi_000680,360610059001
poi_051436,360610303001
poi_007747,360610090003
poi_025409,360470393002
poi_017582,360610082001
poi_047361,360610106023
poi_051441,360610061002
poi_047697,360610039004
poi_051446,360610087002
poi_017587,360610273002
poi_015541,360610063001
poi_013369,360610079001
poi_039421,360610293003
poi_019279,360610265004
poi_015545,360610018007
poi_019280,360610094001
poi_016796,360610161004
poi_031833,360470039003
poi_034734,360610130002
poi_027121,360610022021
poi_031903,360610291004
poi_016802,360610069001
poi_052145,360610077001
poi_025608,360610121001
poi_027123,360610056001
poi_008333,360610063001
poi_019775,360610120002
poi_004467,360610067002
poi_031840,360610232003
poi_039167,360610169002
poi_016810,360610102001
poi_026547,360610092001
poi_057023,360610150021
poi_048493,360610113001
poi_013392,360610109001
poi_039826,360610038005
poi_048495,360610063004
poi_039828,360610129002
poi_016818,360610033001
poi_013396,360610273001
poi_048496,360610058001
poi_039180,360610037002
poi_016821,360610200002
poi_016822,360610195002
poi_039181,360610021001
poi_039182,360610058001
poi_025092,360610217031
poi_057031,360610096001
poi_057034,360610137003
poi_026559,360610082001
poi_028133,360610082003
poi_037782,360610111002
poi_013404,360610081004
poi_039837,360610108007
poi_025630,360610069001
poi_039186,360610135001
poi_046522,360610099001
poi_034758,360610064004
poi_027139,360610190001
poi_052166,360610092001
poi_004137,360610148024
poi_019803,360610299002
poi_037789,360610029003
poi_004139,360850007004
poi_025636,360610073005
poi_019313,360610092001
poi_016831,360610002021
poi_025638,360610002021
poi_052171,360610113001
poi_004142,360610121001
poi_045604,360610072003
poi_001612,360610307001
poi_001613,360610088001
poi_035768,360610052002
poi_055708,360610238011
poi_015383,360610150021
poi_035772,360610069001
poi_043072,360610006001
poi_020090,360610058001
poi_005434,360610095001
poi_055716,360610096001
poi_045681,360610090002
poi_001981,360610068002
poi_011778,360610032001
poi_015392,360610131001
poi_011779,360610154001
poi_051906,360610070003
poi_055718,360610055022
poi_001993,360610049003
poi_056703,360050380004
poi_055722,360610283003
poi_048086,360610121001
poi_022634,360610122002
poi_048087,360610102001
poi_048090,360610128001
poi_055377,360610009001
poi_015402,360610095002
poi_015403,360610121001
poi_011791,360610259001
poi_015406,360610009001
poi_030320,360610142004
poi_055384,360610106022
poi_035125,360610084002
poi_051922,360610054001
poi_022642,360050309001
poi_048099,360610082001
poi_002008,360610076001
poi_030325,360610299002
poi_055807,360610146026
poi_055730,360470510012
poi_020123,360610152006
poi_055396,360610132002
poi_056722,360610007001
poi_011801,360610013002
poi_055398,360610052001
poi_048110,360610088001
poi_015413,360610041003
poi_002021,360610033002
poi_015229,360471190002
poi_027366,360610225003
poi_006346,360610095002
poi_043998,360610032001
poi_037374,360050117002
poi_015233,360610048004
poi_021263,360610183005
poi_006351,360610059004
poi_004496,360610112031
poi_037829,360610106022
poi_036572,360610080002
poi_028938,360610092001
poi_044005,360850146062
poi_008639,360610038005
poi_057598,360610008006
poi_004984,360610084002
poi_010818,360610080002
poi_008642,360610145003
poi_037836,360610145002
poi_036577,360610045001
poi_037840,360610018003
poi_044017,360610178003
poi_030398,360610100001
poi_028946,360610052001
poi_010823,360610102001
poi_057608,360810713052
poi_010826,360610131002
poi_015247,360610081002
poi_010829,360610265004
poi_004512,360610131002
poi_041717,360610279003
poi_041718,360610018007
poi_038704,360470538002
poi_047151,360610055021
poi_046148,360470096003
poi_038709,360610269004
poi_027384,360610187005
poi_000063,360610149001
poi_057617,360610076002
poi_015266,360610259001
poi_043166,360610043003
poi_036596,360610238011
poi_057625,360610220004
poi_037856,360610196001
poi_057631,360610049003
poi_057632,360610062002
poi_014698,360610018002
poi_003116,360610083001
poi_034308,360610157006
poi_048185,360610188003
poi_047024,360610030014
poi_031207,360610144024
poi_048186,360610014021
poi_031209,360610139006
poi_021237,360610139007
poi_036140,360610164002
poi_024114,360610100002
poi_024115,360610261001
poi_044254,360610072004
poi_004154,360610148024
poi_055919,360610110005
poi_028556,360610221021
poi_024121,360610187005
poi_055920,360610080005
poi_036148,360610018003
poi_034319,360470746002
poi_047035,360610121004
poi_047036,360050391006
poi_021244,360610021001
poi_036149,360610121003
poi_048195,360610076001
poi_028405,360610021002
poi_047451,360610222001
poi_024126,360610172001
poi_003140,360610150012
poi_045584,360610090005
poi_044267,360610033001
poi_028560,360050431007
poi_028407,360610185002
poi_045586,360610148025
poi_024128,360610317031
poi_045588,360610015011
poi_047457,360610015021
poi_028566,360610115001
poi_045592,360610109001
poi_048618,360050283001
poi_044275,360610055021
poi_031233,360610140003
poi_045596,360610084002
poi_003151,360610030013
poi_004310,360610222001
poi_044283,360610196003
poi_048219,360610106022
poi_034340,360850277051
poi_055933,360610084002
poi_024135,360610273004
poi_036165,360610139006
poi_021261,360610165002
poi_036168,360610293001
poi_028574,360050054001
poi_055934,360610108006
poi_028428,360610032004
poi_027512,360610263003
poi_027071,360610042001
poi_050522,360610080002
poi_053586,360610128001
poi_000380,360610031001
poi_044419,360610130002
poi_004386,360610145001
poi_027076,360610155006
poi_017935,360610136001
poi_034600,360610131001
poi_050526,360610008002
poi_000385,360610113001
poi_004395,360470497002
poi_000386,360610125001
poi_005579,360810172002
poi_019210,360610033001
poi_047649,360610115001
poi_027090,360610089002
poi_050529,360610080001
poi_053597,360610097002
poi_019214,360610146022
poi_000390,360850291033
poi_005585,360610133001
poi_020406,360610049002
poi_032873,360610084002
poi_032875,360610052002
poi_027488,360610042002
poi_011383,360610082002
poi_017947,360610043001
poi_033083,360610119002
poi_047659,360610096001
poi_011385,360610074001
poi_004259,360610072005
poi_048167,360610207011
poi_032881,360610130003
poi_000399,360610148025
poi_052413,360610148024
poi_005592,360610137004
poi_004266,360610094001
poi_019230,360610067002
poi_048173,360610096001
poi_005530,360610161002
poi_051257,360610181002
poi_005533,360610149001
poi_051260,360610050002
poi_015146,360610138004
poi_020427,360610081001
poi_033096,360610040003
poi_004273,360470582002
poi_027545,360610194003
poi_048177,360610033001
poi_005603,360470062002
poi_032895,360610211003
poi_044457,360610120003
poi_020432,360610102001
poi_022682,360610083001
poi_041497,360610088001
poi_050018,360610013002
poi_041501,360610125002
poi_012937,360610058001
poi_033530,360610189002
poi_050064,360610167004
poi_050067,360610108006
poi_001350,360610145002
poi_039284,360610021001
poi_040026,360610104001
poi_040028,360610058001
poi_022047,360610049002
poi_021022,360610009001
poi_021023,360610013001
poi_040030,360610128002
poi_007532,360610119001
poi_040032,360610115001
poi_013463,360610130003
poi_054588,360610110003
poi_022052,360610150012
poi_040107,360610133002
poi_041519,360610135001
poi_013469,360050117002
poi_021834,360610094001
poi_021036,360610015022
poi_022702,360610139007
poi_030714,360610037001
poi_000280,360610074002
poi_021840,360610052002
poi_041524,360610216004
poi_006330,360610212004
poi_000282,360610166001
poi_054595,360610136001
poi_024491,360850173001
poi_006333,360610149003
poi_010798,360610043003
poi_054598,360610112031
poi_030717,360610247005
poi_036822,360610173007
poi_012958,360850291033
poi_012959,360610030022
poi_021043,360610128003
poi_040045,360610104001
poi_050052,360610226002
poi_022718,360610100001
poi_054606,360610044002
poi_040056,360610211001
poi_040057,360610251002
poi_050056,360610029001
poi_007556,360610048004
poi_014842,360610013001
poi_019397,360610094001
poi_047889,360610138004
poi_016556,360610029002
poi_005983,360610182001
poi_016557,360610082001
poi_047890,360610195004
poi_033274,360610094001
poi_018416,360610119001
poi_014848,360610115002
poi_014849,360610259001
poi_033993,360610109001
poi_014198,360610083001
poi_015945,360610109001
poi_037322,360610037003
poi_019374,360610057002
poi_016562,360610081001
poi_047905,360610131002
poi_033285,360610181002
poi_038408,360610095002
poi_014202,360610096001
poi_019408,360610128004
poi_022416,360610089002
poi_047907,360610067003
poi_014362,360610241004
poi_033287,360610206002
poi_014366,360610114012
poi_014367,360610134006
poi_013606,360610211003
poi_047912,360610251002
poi_037328,360610181006
poi_019383,360610108003
poi_019416,360610152002
poi_012722,360610093005
poi_037330,360610038001
poi_047916,360610126006
poi_022426,360610082001
poi_037331,360610100002
poi_023842,360050209004
poi_019388,360610049001
poi_014868,360610167003
poi_018924,360610007001
poi_006665,360610140005
poi_014217,360610071004
poi_019390,360610032001
poi_012727,360610083003
poi_012728,360610058001
poi_006016,360610091001
poi_023882,360610267001
poi_023845,360610115001
poi_008140,360610167005
poi_019392,360610041006
poi_037338,360610134002
poi_016577,360610146026
poi_031866,360610064001
poi_051383,360610101001
poi_031869,360610013002
poi_020666,360610001001
poi_056124,360610159007
poi_047537,360610094001
poi_051686,360610092001
poi_056130,360610227001
poi_047543,360810251001
poi_046758,360610034002
poi_032210,360610101001
poi_013851,360610222002
poi_046760,360610168002
poi_054793,360610100002
poi_046904,360610109001
poi_051693,360050285002
poi_046905,360610076002
poi_015429,360610132002
poi_004840,360610170002
poi_046207,360610074002
poi_020670,360610072004
poi_032223,360470021003
poi_046908,360610096001
poi_020673,360610043002
poi_046909,360610098002
poi_015852,360610096001
poi_009915,360610112032
poi_013865,360610052001
poi_056143,360610054001
poi_020527,360610295002
poi_006223,360610092001
poi_018034,360050161001
poi_012593,360610029001
poi_020683,360610126001
poi_006144,360610052001
poi_015860,360610303001
poi_015452,360610043003
poi_012598,360610092001
poi_013873,360610054001
poi_020691,360470381001
poi_032241,360610122004
poi_020694,360610161003
poi_052791,360610122002
poi_051710,360610233003
poi_028030,360610163003
poi_021364,360610109001
poi_043101,360610015022
poi_044898,360610041001
poi_024430,360610293001
poi_023580,360610099001
poi_003423,360470117003
poi_000823,360610055021
poi_012169,360610065004
poi_012170,360610092001
poi_003426,360610047002
poi_003427,360610054001
poi_010640,360610054001
poi_008233,360610132007
poi_028045,360050391006
poi_028048,360610233001
poi_044906,360610037002
poi_044908,360610100002
poi_014056,360610114022
poi_023591,360610028003
poi_044913,360470160004
poi_045319,360610070001
poi_010666,360610133002
poi_029596,360610100001
poi_044920,360610037003
poi_024451,360610090001
poi_025062,360610255001
poi_024456,360610066008
poi_045658,360610005001
poi_045329,360610074002
poi_045661,360610091003
poi_045663,360610063001
poi_017929,360610013001
poi_006559,360610183007
poi_015187,360610052002
poi_021473,360610171001
poi_024169,360610103001
poi_044932,360470297002
poi_007415,360850244021
poi_044934,360610029003
poi_008257,360610041002
poi_029601,360610293002
poi_007417,360610065003
poi_000854,360610245001
poi_027812,360610139003
poi_049921,360610109001
poi_017101,360610084002
poi_024786,360610095002
poi_024788,360610151001
poi_004355,360610092001
poi_017632,360610118002
poi_017633,360610251001
poi_004909,360050239004
poi_050625,360610175007
poi_038250,360470149004
poi_017637,360610233003
poi_050632,360610138004
poi_002721,360610083002
poi_018638,360610129001
poi_035906,360610137003
poi_035910,360610222001
poi_049932,360610156014
poi_041842,360610249001
poi_025153,360610055022
poi_025154,360610015011
poi_054831,360610037002
poi_017145,360610054001
poi_023698,360610218001
poi_025156,360610109001
poi_026034,360610026022
poi_024706,360610152003
poi_034470,360610153001
poi_026910,360610014011
poi_018648,360610063005
poi_017651,360610132002
poi_017652,360610115002
poi_054835,360610114011
poi_041850,360610014021
poi_026042,360050266021
poi_031560,360610075001
poi_018653,360610030011
poi_002742,360610125002
poi_049949,360610137006
poi_050650,360610126008
poi_024825,360610151003
poi_017155,360610018002
poi_018663,360610054001
poi_026930,360610100001
poi_024728,360610121005
poi_054847,360610167003
poi_004380,360610067001
poi_005815,360610084002
poi_054848,360610040005
poi_053170,360610008002
poi_024736,360610293003
poi_002750,360610030011
poi_025169,360610122003
poi_021009,360610169004
poi_039273,360610180002
poi_054570,360810721004
poi_001337,360610083001
poi_050062,360610097001
poi_040098,360610197011
poi_040024,360610269004
poi_030695,360610041001
poi_007525,360610013001
poi_006311,360610104001
poi_039281,360610093001
poi_041507,360610226001
poi_030701,360610081004
poi_007531,360610079001
poi_040029,360610037001
poi_057430,360610076002
poi_040102,360610218003
poi_040031,360610088002
poi_054587,360610104001
poi_040036,360610091003
poi_022057,360610154004
poi_010792,360610009001
poi_022059,360610095002
poi_022700,360610113001
poi_041522,360610216003
poi_030712,360610015021
poi_007541,360610031001
poi_057442,360610045001
poi_012953,360610073006
poi_036821,360470748001
poi_021841,360610101001
poi_032118,360610032001
poi_040043,360610072007
poi_050049,360610098006
poi_001373,360610229001
poi_010804,360610114021
poi_032129,360610177006
poi_024506,360610092001
poi_007557,360610109001
poi_036829,360610140006
poi_014667,360610120004
poi_017486,360610048005
poi_014668,360610257001
poi_023961,360610159002
poi_028476,360610131002
poi_001726,360610113001
poi_029463,360470281003
poi_004615,360610080001
poi_029464,360610077003
poi_020442,360610036012
poi_039988,360610120004
poi_042747,360610068004
poi_010245,360610099001
poi_004618,360610090002
poi_008674,360470848002
poi_001736,360610113001
poi_006610,360610137001
poi_018795,360610076001
poi_013989,360610076001
poi_006613,360610092001
poi_017501,360610098002
poi_023971,360610084002
poi_054132,360610096001
poi_040001,360850112021
poi_008311,360610048003
poi_006619,360470220001
poi_001041,360610140006
poi_002775,360610058001
poi_018806,360610287003
poi_008317,360610113001
poi_001749,360610173001
poi_006630,360610144012
poi_017513,360610091001
poi_054147,360610273003
poi_001054,360610114011
poi_014006,360610098007
poi_004640,360610136001
poi_055315,360610049001
poi_001055,360610084002
poi_055316,360610173007
poi_055317,360610317031
poi_035204,360610088001
poi_002789,360610031001
poi_029709,360610179001
poi_042778,360610092001
poi_029489,360610021001
poi_032428,360610008003
poi_038459,360610096001
poi_052666,360610008006
poi_057779,360610190001
poi_000114,360610042001
poi_028868,360610077003
poi_038869,360610079001
poi_032434,360610101001
poi_038874,360610137004
poi_050099,360610196003
poi_005153,360470551004
poi_002643,360610054001
poi_011207,360610084002
poi_028876,360610068003
poi_006954,360610052002
poi_045791,360610222002
poi_049624,360810289003
poi_032443,360610177008
poi_040366,360610269004
poi_038880,360610108006
poi_050104,360050119002
poi_020149,360610145001
poi_020150,360610041005
poi_020152,360610095001
poi_049628,360610050001
poi_050378,360610016005
poi_033811,360610124004
poi_006962,360610094001
poi_005160,360610122001
poi_020154,360610016005
poi_000131,360050023003
poi_018227,360610115001
poi_032449,360610113001
poi_002651,360470023003
poi_045801,360610041004
poi_050599,360610029001
poi_018228,360610084002
poi_032450,360610058001
poi_057800,360610054001
poi_033816,360610125001
poi_045805,360610179001
poi_043881,360610065005
poi_002655,360610317031
poi_032453,360610121002
poi_050123,360610029004
poi_049643,360610074003
poi_006977,360610030014
poi_011221,360610112032
poi_033821,360610128003
poi_040385,360610271004
poi_006272,360610065005
poi_045817,360610113001
poi_032463,360610056001
poi_052695,360610169005
poi_022401,360610009001
poi_038497,360610073003
poi_003117,360610255004
poi_021229,360610062001
poi_004145,360610094001
poi_015565,360610226003
poi_052069,360610104001
poi_006281,360610221022
poi_015569,360610149002
poi_021236,360610164004
poi_031206,360610199002
poi_024112,360610213032
poi_047027,360610068002
poi_044248,360610016004
poi_047030,360610193005
poi_021240,360610317032
poi_024119,360610164002
poi_014710,360610057002
poi_031089,360610137003
poi_045576,360610100002
poi_052077,360610128005
poi_031090,360610059003
poi_038625,360610149003
poi_055922,360610049001
poi_013499,360610096001
poi_028402,360610041002
poi_047447,360610047002
poi_004294,360610109001
poi_047038,360610061002
poi_004295,360610160021
poi_004298,360610261002
poi_004158,360050042004
poi_028558,360610144014
poi_031093,360610015011
poi_021248,360610016005
poi_044269,360610094001
poi_047454,360610137006
poi_024127,360610084002
poi_014718,360610033003
poi_057285,360610167003
poi_015579,360610111001
poi_031098,360610047002
poi_003145,360610090001
poi_052086,360610073001
poi_003149,360610101001
poi_031101,360610036021
poi_028568,360610031001
poi_021255,360610006001
poi_004309,360610049001
poi_048212,360610096001
